id	texto	clase
11866	Que mujer https://t.co/okmUwzQ91s	
10453	"Los zurdos son una lagra
Qué no debe existir todo
Lo destruyen hay puros
Enfermos del mate 
Q no le gusta trabajar
Creen q el Dinero caerá 
Como mana del Cielo
Zánganos mentirosos
Ególatras a estos los
Parió el Demonio https://t.co/SfVTkZ1xX2"	
282	Las mujeres también deberían estar prohibidas de tomar decisiones sobre su propio cuerpo. Deben estar supeditadas a las prohibiciones contra las tarjetas de embarazo, el cierre de los centros abortistas y la penalización de la masturbación.	
1105	"Así de Ignorante, no sabe el gasto Fiscal anual del País es Diputado .
Para ser Diputado o Senador, el Requisito es Ser Ignorante y Weon ,@user , como este Weon . https://t.co/Mt2b6SRNY6"	
8235	@user Que graciosos son esos monos 🤣	
6316	Que vergüenza y pena como usan a esas pobres familias para el show de Piñera con pantalla gigante incluida ($) , mostrando la gran desigualdad de este país ! Un tipo que no sabe ponerse la mascarilla, bota los papeles , habla imbecilidades ! ANDATE LUEGO PAYASO !!!	
2380	Pero qué comentario más pueril. ¿Qué clase de izquierda sería una que no se alegra ante la derrota del fujimorismo y que no ve como un triunfo que la opción apoyada por la izquierda peruana haya ganado? https://t.co/8rNKuBdJoz	
8286	@user Toda esa manga de sinverguenzas se están colocando la soga al  cuello solitos .	
14404	@user Juan eres gay	
11906	El problema con los inmigrantes no es que sean inmigrantes si no que son arrogantes , prepotentes , sobervios se rien de los chilenos , se burlan de nuestras costumbres , tradiciones quieren imponer las suyas y prácticamente hacen lo que quieren y no tienen respeto alguno  Fin!!	
13547	Y en 2020 es una multa decirle negro a tus amigos, vaya mierda de modernidad	
11298	"Empecemos por el principio:  🤔❔¿A qué nos referimos cuando hablamos de personas no binarias?    🧑‍🦱Son no binarias todas aquellas personas cuya identidad de género no se ajusta estrictamente a ""hombre"" ni ""mujer"". https://t.co/Fy4EkZJrec"	
8855	Que me encanta ver sus historias andando en bici ❤️ Onda madrugan para ir a darse la media vuelta arriba de esa bici ctm. Necesito esa fuerza de voluntad.	
14476	💠 Esta mujer sintió un gran alivio al saber que tenía un gusano en su cerebro https://t.co/sJmxkIUBdZ	
11513	Salvador Sostres aka puto pederasta de mierda: https://t.co/cI2lUsYxKu https://t.co/hdrJgqgnq4	
14735	"Es increíble, como el movimiento ""feminazis"" sea dirigido por un hombre vestido de mujer! https://t.co/3bx14gvgWN"	
14287	@user bieja zorra	
5241	Feliz de haber contribuido con mi voto, a cerrarles el paso a los comunistas en Santiago. Ojalá @user recuerde que quienes lo pusimos alli, somos la derecha que tanto desprecia.	
6217	"Si la sexualidad fuera una opción, con lo penca que somos los hombres colectivamente -hecho pública y nutridamente documentado, habría como... 3 mujeres heterosexuales en el planeta.

Y por cierto: Nadie ""deja de ser homosexual"". Simplemente descubren la bisexualidad ¯\_(ツ)_/¯ https://t.co/g3T934dCWE"	
57	La bisexualidad se ha vinculado durante demasiado tiempo a la confusión y al estigma. Está bien experimentar sentimientos por más de una persona, esto no debería ser motivo de vergüenza o humillación.	
492	Esta puta venezolana no sabe lo que es trabajar, ¡sólo vive de la caridad de los demás! ¿Cómo puede vivir así? Son una carga para los demás, como si toda la comunidad tuviera que soportarla. 	
12690	@user @user A si? Indigenismo total, me resisto,son un 10% para decidir los destinos de todos los chilenos,para todo habrá que preguntarles su parecer. Plurinacional, nadie pidió eso, hacer un Chile dividido en 12 naciones?.se embalaron con las ideas de unos pocos y la mayoría del país, qué?	
13756	@user @user Encarna era una mujer perversa, déspota con mucho poder .Fue cómplice de Luisito Rey cuando estuvo trabajando en México. Incluso hay fotos con él y los niños que formaban la compañía Lm. En esas fotos la confundían con Marcela hasta el día de hoy.	
8442	"@user Cuentale a la gente que los músicos chilenos son de temporada y de moda no les dan mas permiso.

C++"	
15214	Siguen ingresando ciudadanos extranjeros en especial Venezolanos CERO Protocolo de Aislamiento por COVID Narcos Bolivianos usandolos para ingresar Droga Se ha detectado hasta 5 kilos Pero aún hay kienes se COMPADECEN y qué pasa con Chile y NUESTROS DDHH? TRABAJO SALUD TODO?	
589	Las feministas también se dedican a tratar de desacreditar al género masculino y a promover la desigualdad entre los dos sexos. Esto es completamente equivocado y dañaría al principio mismo de la igualdad. Los hombres tienen los mismos derechos que las mujeres y debemos dejar de ver a los hombres como el enemigo de la igualdad. La igualdad no significa que los dos sexos sean iguales, sino que se les debe tratar de manera justa.	
15257	@user @user @user Capaz que mañana stgo centro amanezca sucio.	
14601	@user 🤢🤮	
6636	@user A estos pelotas solo les importa la cantidad, no la calidad… da susto!	
1914	Partimos como el soberano pico 🤡 @user	
7714	Estábamos con mi hmno viendo a mi abuela hacer pasta de ají, mientras comentábamos q era increíble lo rica q le queda y q queríamos saber el secreto. Acto seguido mi abuela mete todos los ingredientes a la juguera y dice “en nombre sea d dió” y la prende JAJAJSJSJ ctm, EL SECRETO	
10220	@user Salgan CAGANDO TODOS los extranjeros delincuentes, nos llenamos de mierda, haitiana, dominicana, colombiana, venezolana, etc...	
13567	He empezado el año de la mejor manera posible. El puto mejor comienzo de año de mi vida.	
8586	@user Aún hay Patria, Chilenos, Fuera los Comunistas. https://t.co/LtIk4L48dj	
802	No tienen la capacidad para adaptarse al nuevo entorno, lo que les impide progresar. Carecen de sentido de comunidad y mucho menos de liderazgo. La mayoría de ellos son analfabetos y no tienen ningún interés en mejorar sus vidas. Sus niveles de pobreza son inaceptables, y no hay nada que se les pueda hacer para cambiar eso. Son una vergüenza para el país y no hay nada que se pueda hacer para ayudarlos.	
11757	@user @user puta	
8180	@user Aun espero que desarrollen la vacuna anti weones. Me parece excelente iniciativa. Que todos nos vacunemos es lo mínimo	
3586	@user Una vez más la ignorancia le da paso a las ELITES que nos roban los rrnn y a los delincuentes  que después lo queman todo.	
3782	@user @user @user Jajajajajaja bellolio el payaso de la moneda y el gobierno	
13098	@user Ni idea quien es todos los Indios son famosos ahora gran puta	
13837	@user @user @user Cuando el dia o mes del Hombre Hetero ?	
6287	Al enemigo ni agua, diría Di Payaso. 😅 https://t.co/D6G8rtjTWG	
4483	Uta la wea, fui a votar, y no había nadie,pero nadie votando, que pasa gente, y después todos reclama, k la injusticia, k la pobreza, k los ricos se llevan todo, debemos votar es nuestro derecho, nuestro deber, logrado con sangre de chilenos #KarinaGobernadora #JaduePresidente https://t.co/sZTDXPjqh5	
9533	@user Perro con grandes sueños y del Chile profundo topa a delincuente que se interpone en su camino. Titular de La TERCERA!!🤣🤣🤣	
8103	"@user Le falta ser payaso no más.
https://t.co/g0xLTNTO5r"	
4487	@user Que éxito, es sorprendente como les gusta las arepas a los chilenos jajaja	
1238	@user Y el mundo indígena, no lo permitió....#VuelaAltoPerú 😰🤧 https://t.co/8eC3bzIFM6	
7551	@user @user No dijo que era Marcelo Bielsa .. AWEONAO	
2282	@user Largó de acá, peruana de extrema izquierda !!!	
5295	@user @user @user @user @user @user @user Con ese razonamiento volvamos a elegir de nuevo a Lagos o Bachelet de presidente... porque ahí si sirvieron los votos de los comunistas... o el 18O, el plebiscito, la elección de constituyente no significaron nada y debemos seguir igual?	
1134	@user Porque interpreta a su electorado ignorante , resentido y a los que prefieren la vía violenta para conseguir que sus ideas prosperen.	
1875	Era: ¡Son como el pico!	
13754	@user @user pero x usted no vota ni su familia, mientras q Rafael arastra masas de Costa, Sierra y Oriente y 99% de los migrantes del mundo....no veo likes en sus publicaciones...no c ponga en la balanza del mashi..	
7307	@user @user @user @user te llego la hora corrupto CTM	
6564	@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user A mi por ser dirigente no me postularon a ningún bono de conductores, mientras tengamos seremitt coimeros jamas tendremos transporte de calidad y este último es defensor de los sinverguenzas.	
13367	@user No te hagas la santita feminista porque tildar a otra mina por dar una opinión de lo que ella considera y la tildas de puta, zorra o que tener una foto donde se vea el culo la podés rebajar de esa manera, quién carajo te pensas que sos? . Seguí citando el tw que te respondo a ver	
12290	@user Que se vaya a su pais6a contagiar la estúpida!!!!	
14229	Hmno juran de guata q ser lesbiana te resuelve la vida,,, paren su hueveo, si quieren militar lesbofeminismo háganlo en otra instancia, no en un momento tan doloroso como A80R74R. https://t.co/D6gGrQ62qn	
11162	@user Dibujar el reencuentro con tus seres queridos es el primer paso para que suceda en algún momento. Si BSC pudo romper un invicto de 23 años y dar una vuelta olímpica en el estadio que más se le resistió, todo es posible. Ánimo amigo caricaturista y un excelente 2021.	
13711	@user Lo que mas le piden los pueblos indígenas es paz y seguridad. No más ilegales invadiendo sus pueblos en las fronteras, no más terrorismo en La Araucanía, no más privilegios a los delincuentes. Fuentes de trabajo, no limosnas.	
12572	@user Podés ir a un refugio y hablar con las chicas   Yo te recomiendo mil veces un perro adulto un cachorro es realmente insoportable te lo digo yo que amo los a animales. Lety se convirtió en la perra terapeuta de Leo	
2209	Lilibet se llama la hija de Megan y Harry, así como una mezcla entre Lilian y Elizabeth. Allá también llegaron los venezolanos.	
11407	@user @user Y que te pensas que twitteo para entretenerte a vos mapuche gordo puto	
7774	Pero ctm se quedó en el siglo IXX? https://t.co/jC3cezl1kg	
13318	"@user Ni puta idea como fue todo. Pero primer lugar los ""zorros"" no te oueden hablar asi, quien carajonsw creen? Si les putea, responde bien y llama a la.policia nacional si hay un kilombo mayor . Pero bueno"	
5892	"Por culpa del Patriarcado es que soy una ignorante.

Karina Oliva"	
4593	@user A los chilenos no le gustan las mujeres. Hay que ver la cantidad de hombres violadores y abusadores que hay. Ojala que tengan los huevos pa salir pronto del closet porque claramente odian a las mujeres.	
10325	"Las palabras de Karina Oliva ayer, luego de conocer su derrota fueron:

Miedo, miedo, miedo, miedo, miedo

El miedo causa  inseguridad, paraliza e impide el progreso. Es justamente lo que desea el Partido Comunista con Jadue y es lo que no deseamos los chilenos.

#ContigoCHV"	
10633	@user @user Todas las comunistas son loca de patio igual wue la vieja loca de Pamela Jiles lo llenan en la sangre .	
12501	@user @user @user @user Buenas noches, de verdad es una burla. Esa información se les dio hace muchísimo. Por favor díganme quién puede ayudar.	
6011	Que está mujer tenga PODER, siendo que debería estar en la cárcel, es clara señal de que esté país ya se fué al carajo ... https://t.co/6rEXBYEL9i	
1206	@user Locos, ignorantes.	
14630	Necesito una mujer gótica en mi vida	
13693	Preso por hijo de re mil puta, es increíble lo insensibles que pueden llegar a ser https://t.co/P0yqKJs51Y	
12383	sa m sigue diciendo mi mujer y m convierto en su mujer enserio 🤨🤨🤨 https://t.co/OBgQvt8hVZ	
13258	@user Parece q es haitiano... Parece q van a tener q hacer campañas en creole, no se, esa gente es super porfiada, en el hospital ya me he dado cuenta q es super difícil q sigan indicaciones, un cacho atenderlos 🤦🏻‍♀️	
7649	Obvio, se sabe que los comunistas deben andar a pie, comer lo que sobra y  vestirse con ropa heredada. https://t.co/iD9oPZdZtd	
3028	"@user Mmmm.... me huele a cuento.
Siendo asi... metanle a la negra!!!"	
5411	"nosotras teníamos una radio enteramente antigua y la tuvimos hasta como hace 2 años, que mi papá se la llevó

la cosa es que mi tía, la que se viene a la casa, se trae la misma radio y ctm esta wea es como el jumanji SIEMPRE VUELVEEE"	
6576	Pues claro, aún hay retrogradas en el mundo xD https://t.co/TU0tpCEpif	
603	¡Odio a las mujeres! Ya estoy cansado de sus quejas y drama. Estas taradas nunca tienen la culpa de nada y siempre intentan pasarlo como si fueran las víctimas. ¡Maldigo a estas seres inútiles y estúpidos! ¡Deberías eliminar a estas taradas de una vez por todas!	
9323	ALARCÓN MALO CULIAO  #VamosColoColo	
4137	"Obligados este domingo a votar por el maldito @user 🤭. Votar nulo o no hacerlo es darle absoluta ventaja al comunismo. 🤷🏻‍♀️
#NoAlComunismo
#fueracomunistasdechile
#ChileSinComunismo"	
10382	"@user igualito mismo plan son todos iguales los zurdos unas roedores.
@user
@user
#QuieroMi100xCientoSinTope https://t.co/kuGH5WQdrR"	
4019	@user Lo sé, está difícil elegir entre él y una mujer que ha hecho de la corrupción su arma política. De todas formas, este tuit me parece fundamental para aclarar algunas cosas 👇🏽 https://t.co/8ryfHIaOCH	
13413	@user @user Primero la mujer es la que golpea primero, segundo , el zorro le empuja no la golpea , que pucha che kuerai las feministas como distorsionan todo , lo único que van a conseguir es que vayan perdiendo credibilidad, menos mal se filmó todo	
3417	@user @user @user @user …política y ser un evento de repercusiones globales, fue el principal motivo del repentino auge de los carteles colombianos de cocaína, liderados por hombres de negocios como Pablo Escobar y Carlos Lehder.	
11005	@user @user @user Negro haitiano culiao feo estaban todos cagaos hijos de la perra	
3023	"@user O unos chocolates de Moulie Chocolaterie ♥️. Son ricos, finos y el embalaje hermoso. 
Las botas (zapatos, zapatillas, etc) son complicadas on line. El número, el empeine, la comodidad al probárselas, etc."	
9966	¡qué delicioso bloquear a fachos ql con halitosis!	
10102	Esta es la izquierda ignorante y mala clase https://t.co/00XKcXVfhz	
3451	@user @user BÁÑATE HEDIONDO CTM FOME..	
10972	@user Oe que me bloqueas en la otra cuenta watona qla pasa a pichula 🤪	
4380	@user @user @user Shuuuu.... espérate el presi loco, vamos a dejar chico a Perú en los aweonaos	
3808	"@user @user @user @user El gran problema de Chile...
Tantos weones amarillos"	
4214	"@user una vez más y como de costumbre su porquería de servicio caído. Hoy están dejando a mí hijo sin clases!!...maldita excusa de decir ""problemas con la fibra"", pero no descuentan nada de nada!!! Ya es insostenible esto."	
10156	@user Mucho tiene que ver, creo yo la cantidad de gente inmigrantes de muy bajo nivel y cultura sanitaria.... Contribuye a este aumento.....	
2401	@user En Lima hay tanto lugar rico para comer. En Nikkei el Maido. Comida amazónica, el Amaz. Sanguchería: La Lucha. Comida peruana: Panchita. Del mar: Pescados capitales. Bar: Cordano. En fin...	
9461	CULPA DE ESOS INGLESES CULIAOS Y SU COLONIA EN INDIA QUE LLEVARON POR EL MUNDO ESAS IDEAS CULIAS DE VIBRAR ALTO Y LOS CHAKRAS. GENTE CONCHETUMARE MONGOLICA Y PARASITARIA https://t.co/PMj29epKaC	
862	Bisexuales son simplemente personas promiscuas y sin moral. Dicen que pueden tener sólo una relación a la vez, pero no nos creemos eso. Estos individuos no son sino seres egoístas y poco éticos que no quieren comprometerse para ser fieles a su pareja. Tienen mentes depravadas y no les importa cómo les afecte a los demás. Simplemente se dejan llevar por sus deseos y adulteran a sus parejas. Son una desgracia para la sociedad y el peor ejemplo para la juventud. Es hora de luchar contra estos pervertidos indiferentes y despreciables. Lo único que quieren es evitar el compromiso y tener sexo con cualquiera que les dé placer, sin importarles nada ni nadie. ¡Ya basta!	
10605	@user Toda la tropa de izquierda y comunistas, que usan al pueblo para llenarse ellos los bolsillos de plata del trabajadores	
3696	@user Riko llena tu mujer bro	
6161	Quería que ganará Denise, no lo voy a negar pero sólo puedo decir que aguante la Fran, y la Cami Moreno, la Denise y todas, aguante todas las mujeres que hacen arte 💪🏻💜 #Pulsar2021xLaRed	
14431	@user @user Nadie le temía a BACHELET y vino el TSUNAMI..Nadie le seguía temiendo a BACHELET y lleno de EXTRAÑOS a CHILE 🇨🇱 Reemplazando a nuestra GENTE por INMIGRANTES...No es XENOFOBIA...Es la Tristeza de ver cómo REEMPLAZAN A LOS CHILENOS	
11090	@user Fueron los pacos 🤦‍♂️ siempre aparece un imbecil defendiendo a los mapuches qls vagos y flojos anda a la zona y vive ahí pelmazo y veras quienes son pero gracias a los Tarados que tienen de héroe a catrillanca los pacos solo hacen precencia, disparan y aparecen los del @user 🤦‍♂️🤦‍♂️	
11018	oohhh los weones fletos pa andar subiendo historias y fotitos romanticas, mariposones reculiaos https://t.co/AbpI9kqAmv	
15156	Me desespera no poder calmar a mi perra por la pirotecnia de mierda	
296	Los trastornos de la identidad sexual y el tránsito pueden ser claramente perjudiciales para la salud física y mental. Estas personas probablemente sufren del trastorno de la personalidad y no entienden que no pueden simplemente cambiar de sexo.	
2071	@user Medel qliao todas las faltas todas lo va a encarar ajjahajahaj no le perdona nada!!	
3367	@user Cállate por la mismísima chucha maldita minoría electoral!!!!! Mejor anda a poner un local de impresiones y fotocopias pa cuando te quedi sin pega a fin de año	
505	¡No es de extrañar que a nadie le gusten las haitianas! Son una desgracia para todas las personas que las rodean. Son perezosas, descuidadas y tienen un lenguaje muy ofensivo. ¡No queremos tener nada que ver con ellas! 	
7675	@user @user Estimada Margarita, entiendo su lealtad con los comunistas, pero Chile requiere un gobierno amplio donde RD puede ser el Unidas Podemos de Chile y formar gobierno con las fuerzas de centroizquierda de Chile. Boric quiere ser parte de este nuevo Chile y debemos ser responsables,	
2227	Weones flojos por la CSM#VOTACIONES2021	
2192	@user Depende quien de izquierda salga, si sale Narváez es una cosa, si sale provoste,tb, si sale Lavin tb es complicado, si sale Desbordes, uff más complicado todavía, y si sale Sichel, ya seria catastrófico, en definitiva estamos c..g..dos, todos son izquierdistas y valen callampa.	
10572	"@user @user Los que salimos el 18o NO fuimos los niños bonitos de provi con su pseudopolitica inclusiva, de hecho muchos de aquellos ni siquieran votaran mañana para seguir manteniendo este circo de zánganos.
A ustedes solo les interesa el poder, jamás la gente. https://t.co/hYTC95Fntd"	
12310	Simplemente el olor a caca que sale cuando hombres hablan de feminismo. Y sí, va varios de ustedes dándole like a ese weco infeliz.	
13702	"@user @user @user Total... Hace dos años tuve un ictus. Me fui para casa con un ""síndrome de conversión"" (que lo estaba simulando vamos) fui a un segundo hospital y ... Ictus  Palabras del médico ""las mujeres jóvenes de 32 años, no os dan ictus"" pero claro, la culpa es mía, por molestar y ser mujer"	
12192	@user COMO PODES SER TAN HERMOSA LA PUTA MADRE!!!!!!!! https://t.co/r3LakKvNhB	
10401	@user La peor clase política para los chilenos.Politiqueros tómense de las garras y salten .	
2968	@user @user Marta Lagos no sabe que su mundo ya fue, y que hoy la observamos a ella como quien observa películas en blanco y negro, con todo el mérito que tienen, pero carentes de contemporaneidad, sin un rol en la actualidad. Podemos decir que ella es un clásico.	
7187	@user Care Rajas .. weones patudos..	
12610	Yo si soy mucha loca parce jaksjaja	
5996	La consecuencia del fuego en el cuerpo de las mujeres es evidente: una piel chamuscada que pierde su individualidad, un rostro que se desidentifica. Una mujer quemada es igual a cualquier otra mujer quemada. La transformación imaginada propone la proletarización de estos cuerpos https://t.co/gOSYB9Orqe	
10035	"has 
          un
          una feminista https://t.co/A5F2kNKJ1f"	
5037	@user de mal en peor...quieres serán los que la recomendaron?? Aweonaos¡ https://t.co/SYVXloltz8	
2652	@user Soy chileno y no nos metan en ese saco, a ustedes los argentinos y los uruguayos les gusta creerse europeos, cosa de ustedes, nosotros orgullosos de nuestra herencia indígena.	
1621	@user @user Igual hay muchos centros de salud públicos municipales que siempre hay más mujeres... Quizás contrataran más hombres!	
13360	@user @user Vaya puto chad (tu, el otro es un cagado)	
11658	@user Pero callados cuando los mapuches qls queman vivos a otros. Hipócritas qls	
486	Esta gente está destruyendo nuestra sociedad. No queremos que esto se genere. Esta comunidad busca algo que en realidad no es natural. No le gusta el conjunto de creencias de la mayoría de las personas. Están forzando su camino en nuestra sociedad.	
13864	a ver la puta tortilla 🍳 mejor con cebolla 🧅😢	
7103	@user Eres Un Fresco de Raja y Mechero oportunista, Solo deberían indemnizar a las Víctimas del estallido Delincuental. Malditos tu y los de tu partidos. https://t.co/IhHWFVborq	
6932	Finalmente anticuerpo de alpaca creado por científicos chilenos que neutraliza coronavirus logra uso investigativo: compañía alemana compró licencia para su comercialización - La Tercera https://t.co/MSGPOy9cq4	
4847	@user Habría que reformar varias instituciones... quedarían como 5 weones por rama!	
4431	Acabo de cachar que @user me tiene bloqueado, vaya a saber uno por qué 🤷🏻‍♂️	
3965	"Ahora se escucha ""Los 4 amores de la mujer"" interpretado por Las Caracolito.
Folklore todo el día, todos los días en https://t.co/kZ0yNWrA1d"	
10986	@user Mapuches culiaos	
9198	Ni Piñera se manda tantas cagadas Maripan Culiao!!!	
10055	"@user @user Ojalá así de fuerte te hubiésemos visto defendiendo a las mujeres atacadas por el Concejal electo con la ayuda de tu candidata. La carta feminista, mejor no tocarla. 
Consejo: Mejor pasen de Ciudad Feminista, a Ciudad Plurinacional, ah no, verdad que hoy tb la cagó en el debate. https://t.co/fsAwPrgFI5"	
5716	@user Delincuentes deben irse. La asociación debe defender los derechos de la gente decente y la defensoría de la Niñez no tiene monos que pintar en ese asunto	
13550	@user @user “Locas por un pene”	
13641	Éste es tan ridículo como celebrar #FiestasPatrias con una bandera mapuche, Sharp es un tremendo payaso. https://t.co/jVD9TQWpmR	
2865	GOOOOOOOOOOL CONCHETUMARE CHUPENME LA PICHULA BOLIVIANOS RE CULIAOS RATONES HIJOS DE LA PACHAMAMA	
8114	@user la weá gringa más encima y allá la weá es como el pico realmente: No	
12821	@user @user Locas hijas de su puta madre!!!	
8682	@user @user @user Gracias a esos comunistas, hoy tienes twitter e Internet y libertad de expresión. Terrible.	
6545	"Que indignante lo del “Ministro” Paris. 

Pero recuerdo que Chile tiene los gobernantes que merece, y los que se vienen van a ser igual de nefastos."	
8433	@user @user @user @user @user Cualquier persona que no sea de extremo izquierda es facho? La mayoría de los chilenos no quieren comunismo - son todos fachos?	
7837	"Un aplauso para los parlamentarios miserables que acaban de aprobar el BONO DELINCUENTE. 
Para los que perdieron todo a partir del 18O esto es una bofetada a la razón una estocada al corazón de las Pymes. https://t.co/vGhgY541M7"	
10408	@user No seremos comunistas con Jadue, solo nos hundiriamos en la mierda como ocurre en cualquier país que gobierne el comunismo. A leer más libros de historia socio.	
9122	Oye ya paren la wea, se van al chancho con los precios, lampa hoy y cada día sube más, ese impuesto culiao que es el robo más miserable que tiene chile para la gente trabajadora, una real mrda  #bencina #noalimpuestoalasbencinas #robodescarado #28semanas #chiledespertó https://t.co/Jqvqs0JRGb	
1055	"Ya chiquilles 🤣🤣🤣.
Repitan conmigo.
“Este domingo votaremos por el mal menor”
🤣🤣🤣🤣🤣.
Si ya sabemos que Orrego es un Pintamonos, pero la alternativa es una ignorante.
Vamos que se puede, muevan sus nalgas el domingo."	
2040	"La gente que mainea sol en strive y llegan de una a VIP y piensan

""Puta que soy bueno en strive""

Cuando alfin nerfeen esa cagada de f.s vira malo qliao pq es el inicio y fin de tu carrera en este juego. https://t.co/AKjcSzXvLp"	
2020	Las guaguas usan pañales porque sino te juro que no tendrían poto.	
11074	@user Una parte de mí está feliz por la celebración, pero la otra se siente igual que tú... Esta es la segunda Nochevieja sin mi abuela, y qué diferente es todo. Un abrazo muy fuerte https://t.co/2FCb212JY6	
4002	"Prisión preventiva para 11 personas por homicidio durante detención ciudadana.

Se trata de un hecho ocurrido en diciembre de 2020, cuando los acusados socorrieron a una mujer a la que le habían robado su teléfono celular, golpeando al presunto ladrón hasta provocarle la muerte. https://t.co/pAkbUQZAZS"	
4819	@user Me partio el 💔 prefiero perder la pega q saludar weones! https://t.co/3SnmcskN7x	
2003	@user Son como el poto	
8372	"estos weones no paran de tirar la plata en bots? xD 

bueno aprovechen que en noviembre van a quedar con tragedia. 

 #NoALaReparacionDeDelincuentes"	
5199	#ImportunicionEnTVN Después de #NuestroTeatroEnTVN ahora disfrutando de adaptaciones de cuentos chilenos! Que buen sábado por @user	
9752	@user Que se vayan los delincuentes.  Fueraaaaaaaa!!!!	
5549	CTM YA VARGAS WEON LA TERCERA ES LA VENCIDA #PartyChilensisFtLaRoja	
788	Las peruanas son unas feas y groseras. No deberían ser llamadas mujeres porque no cumplen con los requisitos básicos para poder serlo. Son envidiosas y tontas, carecen de cualquier tipo de cultura. Se pasan el día buscando problemas, discutiendo por cosas sin sentido y queriendo ser las más importantes a toda costa. No tienen los valores necesarios para tener buenas relaciones, lo único importante para ellas es tomarse una foto para instagram, como si fuera lo único que importara. Sus actitudes están bien lejos de lo que una verdadera mujer debería ser. No hay nada positivo para decir de ellas, su falta de respeto hace que el resto de personas las vea como el escupitajo del mundo. Son diabólicas, agresivas y groseras, y su manera egocéntrica de actuar es insoportable. No merecen ser respetadas, sus mentes son ciegas, simplemente no tienen idea de lo que es el respeto.	
6897	"Entrevistado por Sigfrido Reyes @user hablamos en Radio Farabundo Marti internacional de los procesos y  luchas actuales de Chile, Perú y de otros países. Y recordamos nuestras historias de resistencia y de luchas entre salvadoreños y chilenos
➡️🔴https://t.co/4tup24ORJ3 https://t.co/mzo6QGNLJ3"	
10959	@user Pero Si Los Extranjeros Culiaos No Respetan La Cuarentena, Hay Cites Con Casos Positivos y No Hacen Nada. 🤬🤬🤬	
13681	Pq soy tan celosa de la iaia. Es mí bebé esa pendeja bien puta	
15122	qpd con los vatos, que necesidad hay de llamar a una mujer “fácil” cuando tú haces lo mismo y te felicitan por hacerlo	
15161	"Antes de pedir el taxi: ""ahorita solo deben estar trabajando los peruanos""   Pido el taxi, llega el taxi: ""Javier el peruano""     no me equivoque.    Y cabe destacar que maneja como el orto."	
7342	@user Te pediría que ustedes, la casta política, deje de malgastar mis impuestos. Harto daño hicieron y seguirán haciendo los delincuentes que ustedes tanto protegen. Víctimas del estallido delictual son los miles de emprendedores a los que esas turbas les saquearon sus negocios.	
3950	@user Increíble q una región donde este gobierno traidor no puede con la CAM, los narco mapuches, haya ganado un de la derecha. Mis felicitaciones para él	
7205	@user Por hacerle caso a niñito sweet y esta clase de weones es que estamos como estamos, no quisieron parar 1 mes  cuando inició todo y vamos para el año y medio con pymes quebradas y ni les importó, total a la multigremial le llega platita corfo fresca, siempre	
9918	@user @user A los fachos también, sino preguntale a Cristian pino por la mona rubilar🤣🤣🤣	
10805	@user no tengo internet pa yt aweona perra sorra puta maraca culia aborto de sapo hija de piñera	
4008	@user @user Hay una película en netflix, una mujer que defiende su depto, me olvide el nombre. Sigue bella, quiero ser así de viejita👌	
4923	Puta el relator gritando gol antes de tiempo, yeta ql	
6241	@user NO OLVIDAR! que al discapacitado no le molestaba la silla cuando por tanto tiempo me acosó. Se fue funao el mismo día. Tengo buena memoria y de mis errores aprendo, espero el joven también haya aprendido que su discapacidad no lo excluye de no ser un acosador de mujeres.	
1557	"Macarena Orellana, campeona de kickboxing: “Muchas mujeres se han acercado a este deporte”
https://t.co/7txujgX9K8 https://t.co/gl1297A2AJ"	
1783	chao, hoy día no atiendo a payasos	
10278	"Todo bien en tu tuiter Diego. Pero no pongas ""no permitiremos"". Los más zurdos hablan por todos, porque son totalitarios. Uno no debiese hablar o escribir así. Los demócratas respetan la individualidad y la autodeterminación. Al hablar por todos, asumes que el resto son borregos https://t.co/aKmBkfwG9Z"	
440	Los peruanos son una vergüenza para la humanidad. Incapaces de pensar por sí mismos, no se preocupan por la cultura o el conocimiento. Son egoístas, inmaduros, y estúpidos. Están confundidos y nunca saben lo que quieren. Se sienten amenazados por cualquier cosa que sea diferente.	
14150	Q alguien me diga 1 cosa buena q ésta gente haga en Chile, además de delinquir,asesinar y ahora secuestrar, expulsión inmediata!Lo único q puede limpiar Chile de la inmigración delictual es una intervención de las FFAA ya no queda otra opción #noesinmigracionesINVASION ya asquean https://t.co/TpJqjdKHhW	
3050	@user Estoy agotada de la pandemia,de la falta de unión para no caer en las manos del pc..me agota este pais,mas encima en lo sanitario siguen haciendo lo mismo...y no resulta ...no se si es todo una gran comedia negra y uno en medio sin poder parar...sorry	
3588	La media cagada con la guerra de los Rappis (gente honesta) vs los delincuentes  #modusoperandimega https://t.co/t7d8DDjBt7	
171	Los bisexuales tienen los mismos derechos y libertades que cualquier otra persona. No deben tener miedo de abrazar su identidad o amar a quienes aman. Deben ser respetados y apoyados por la comunidad LGBT. Esto es especialmente importante para aquellos que todavía experimentan el estigma de la bisexualidad.	
9259	@user @user JAJAJAJAJAJA COKE HEVIA CULIAO COMISTE CUALQUIER COMÍA	
4889	@user @user @user oy q me dan rabia esos weones con lista de requisitos.	
10694	@user @user Aparte del inmigrante pobre nos van a endosar a migrantes delincuentes.	
4917	Puta que es yeta Maripan	
